
Database             Time                 Version
-------------------- -------------------- ------------------------------
Start: ORCL          29-MAY-2023 08:15:06 Version 21.3.0.0.0

links_v based on arcs_bacon_numbers

View created.

Network detail

Network          #Links  #Nodes    Lev Node                                                                                  Link
--------------- ------- ------- ------ ------------------------------------------------------------------------------------- -------------------------------------------------------------------------------------
Audrey Gelfund     3396     161      0 Audrey Gelfund                                                                        ROOT
                                     1 < Andy Dick                                                                           Being John Malkovich (1999)-1
                                    72                                                           < Byrne Piven*              Being John Malkovich (1999)-426
                                    72                                                           < Cameron Diaz*             Being John Malkovich (1999)-494
                                    72                                                           < Carlos Jacott*            Being John Malkovich (1999)-561
                                    72                                                           < Catherine Keener*         Being John Malkovich (1999)-627
                                    72                                                           < Charlene Grimsley*        Being John Malkovich (1999)-692
                                    72                                                           < Charlie Sheen*            Being John Malkovich (1999)-756
                                    72                                                           < Chelsa Sjostrom*          Being John Malkovich (1999)-819
                                    72                                                           < Christine D. Coleman*     Being John Malkovich (1999)-881
                                    72                                                           < Christine Krejer*         Being John Malkovich (1999)-942
                                    72                                                           < Daniel Hansen*            Being John Malkovich (1999)-1002
                                    72                                                           < David Fincher*            Being John Malkovich (1999)-1061
                                    72                                                           < David Wyler (I)*          Being John Malkovich (1999)-1119
                                    72                                                           < Denise Dabrowski*         Being John Malkovich (1999)-1176
                                    72                                                           < Dustin Hoffman*           Being John Malkovich (1999)-1232
                                    72                                                           < Eddie J. Low*             Being John Malkovich (1999)-1287
                                    72                                                           < Elizabeth Rivera*         Being John Malkovich (1999)-1341
                                    72                                                           < Eric Weinstein (I)*       Being John Malkovich (1999)-1394
                                    72                                                           < Erica Long*               Being John Malkovich (1999)-1446
                                    72                                                           < Flori Wyler*              Being John Malkovich (1999)-1497
                                    72                                                           < Gary Sinise*              Being John Malkovich (1999)-1547
                                    72                                                           < Gerald Emerick*           Being John Malkovich (1999)-1596
                                    72                                                           < Greg O'Neill*             Being John Malkovich (1999)-1644
                                    72                                                           < Gregory Sporleder*        Being John Malkovich (1999)-1691
                                    72                                                           < Isaac Hanson*             Being John Malkovich (1999)-1737
                                    72                                                           < Jacqueline Benoit*        Being John Malkovich (1999)-1782
                                    72                                                           < James Murray (XIII)*      Being John Malkovich (1999)-1826
                                    72                                                           < Jayne Hess*               Being John Malkovich (1999)-1869
                                    72                                                           < Jeanne Diehl*             Being John Malkovich (1999)-1911
                                    72                                                           < Jennifer Canzoneri*       Being John Malkovich (1999)-1952
                                    72                                                           < Jessica Neuberger*        Being John Malkovich (1999)-1992
                                    72                                                           < Jester Hairston*          Being John Malkovich (1999)-2031
                                    72                                                           < John Cusack*              Being John Malkovich (1999)-2069
                                    72                                                           < John Malkovich*           Being John Malkovich (1999)-2106
                                    72                                                           < Judith Wetzell*           Being John Malkovich (1999)-2142
                                    72                                                           < K.K. Dodds*               Being John Malkovich (1999)-2177
                                    72                                                           < Kacee DeMasi*             Being John Malkovich (1999)-2211
                                    72                                                           < Kelly Teacher*            Being John Malkovich (1999)-2244
                                    72                                                           < Kevin Carroll*            Being John Malkovich (1999)-2276
                                    72                                                           < Kevin Lee (IV)*           Being John Malkovich (1999)-2307
                                    72                                                           < Kristie Cordle*           Being John Malkovich (1999)-2337
                                    72                                                           < Kristin D'Andrea*         Being John Malkovich (1999)-2366
                                    72                                                           < Lance Bangs*              Being John Malkovich (1999)-2394
                                    72                                                           < Madison Lanc*             Being John Malkovich (1999)-2421
                                    72                                                           < Mariah O'Brien*           Being John Malkovich (1999)-2447
                                    72                                                           < Marlowe Bassett*          Being John Malkovich (1999)-2472
                                    72                                                           < Mary Kay Place*           Being John Malkovich (1999)-2496
                                    72                                                           < Michelle Madden*          Being John Malkovich (1999)-2519
                                    72                                                           < Ned Bellamy*              Being John Malkovich (1999)-2541
                                    72                                                           < Neil Ross (I)*            Being John Malkovich (1999)-2562
                                    72                                                           < Octavia Spencer*          Being John Malkovich (1999)-2582
                                    72                                                           < Orson Bean*               Being John Malkovich (1999)-2601
                                    72                                                           < Pamela Hayden*            Being John Malkovich (1999)-2619
                                    72                                                           < Patti Tippo*              Being John Malkovich (1999)-2636
                                    72                                                           < Ralph W. Spaulding*       Being John Malkovich (1999)-2652
                                    72                                                           < Reginald C. Hayes*        Being John Malkovich (1999)-2667
                                    72                                                           < Richard Fancy*            Being John Malkovich (1999)-2681
                                    72                                                           < Roy C. Johnson*           Being John Malkovich (1999)-2694
                                    72                                                           < Sara Rifkin*              Being John Malkovich (1999)-2706
                                    72                                                           < Sean Penn*                Being John Malkovich (1999)-2717
                                    72                                                           < Spike Jonze*              Being John Malkovich (1999)-2727
                                    72                                                           < Sylvester Jenkins*        Being John Malkovich (1999)-2736
                                    72                                                           < Taylor Hanson*            Being John Malkovich (1999)-2744
                                    72                                                           < Victor Isaac*             Being John Malkovich (1999)-2751
                                    72                                                           < W. Earl Brown*            Being John Malkovich (1999)-2757
                                    72                                                           < William Buck (II)*        Being John Malkovich (1999)-2762
                                    72                                                           > Yetta Ginsburg            Being John Malkovich (1999)-2770
                                    73                                                           < Andy Dick*                Being John Malkovich (1999)-72
                                    73                                                           < Audrey Gelfund*           Being John Malkovich (1999)-145
                                    73                                                           < Bill M. Ryusaki*          Being John Malkovich (1999)-217
                                    73                                                           < Bill Wittman*             Being John Malkovich (1999)-288
                                    73                                                           < Brad Pitt*                Being John Malkovich (1999)-358
                                    73                                                           < Byrne Piven*              Being John Malkovich (1999)-427
                                    73                                                           < Cameron Diaz*             Being John Malkovich (1999)-495
                                    73                                                           < Carlos Jacott*            Being John Malkovich (1999)-562
                                    73                                                           < Catherine Keener*         Being John Malkovich (1999)-628
                                    73                                                           < Charlene Grimsley*        Being John Malkovich (1999)-693
                                    73                                                           < Charlie Sheen*            Being John Malkovich (1999)-757
                                    73                                                           < Chelsa Sjostrom*          Being John Malkovich (1999)-820
                                    73                                                           < Christine D. Coleman*     Being John Malkovich (1999)-882
                                    73                                                           < Christine Krejer*         Being John Malkovich (1999)-943
                                    73                                                           < Daniel Hansen*            Being John Malkovich (1999)-1003
                                    73                                                           < David Fincher*            Being John Malkovich (1999)-1062
                                    73                                                           < David Wyler (I)*          Being John Malkovich (1999)-1120
                                    73                                                           < Denise Dabrowski*         Being John Malkovich (1999)-1177
                                    73                                                           < Dustin Hoffman*           Being John Malkovich (1999)-1233
                                    73                                                           < Eddie J. Low*             Being John Malkovich (1999)-1288
                                    73                                                           < Elizabeth Rivera*         Being John Malkovich (1999)-1342
                                    73                                                           < Eric Weinstein (I)*       Being John Malkovich (1999)-1395
                                    73                                                           < Erica Long*               Being John Malkovich (1999)-1447
                                    73                                                           < Flori Wyler*              Being John Malkovich (1999)-1498
                                    73                                                           < Gary Sinise*              Being John Malkovich (1999)-1548
                                    73                                                           < Gerald Emerick*           Being John Malkovich (1999)-1597
                                    73                                                           < Greg O'Neill*             Being John Malkovich (1999)-1645
                                    73                                                           < Gregory Sporleder*        Being John Malkovich (1999)-1692
                                    73                                                           < Isaac Hanson*             Being John Malkovich (1999)-1738
                                    73                                                           < Jacqueline Benoit*        Being John Malkovich (1999)-1783
                                    73                                                           < James Murray (XIII)*      Being John Malkovich (1999)-1827
                                    73                                                           < Jayne Hess*               Being John Malkovich (1999)-1870
                                    73                                                           < Jeanne Diehl*             Being John Malkovich (1999)-1912
                                    73                                                           < Jennifer Canzoneri*       Being John Malkovich (1999)-1953
                                    73                                                           < Jessica Neuberger*        Being John Malkovich (1999)-1993
                                    73                                                           < Jester Hairston*          Being John Malkovich (1999)-2032
                                    73                                                           < John Cusack*              Being John Malkovich (1999)-2070
                                    73                                                           < John Malkovich*           Being John Malkovich (1999)-2107
                                    73                                                           < Judith Wetzell*           Being John Malkovich (1999)-2143
                                    73                                                           < K.K. Dodds*               Being John Malkovich (1999)-2178
                                    73                                                           < Kacee DeMasi*             Being John Malkovich (1999)-2212
                                    73                                                           < Kelly Teacher*            Being John Malkovich (1999)-2245
                                    73                                                           < Kevin Carroll*            Being John Malkovich (1999)-2277
                                    73                                                           < Kevin Lee (IV)*           Being John Malkovich (1999)-2308
                                    73                                                           < Kristie Cordle*           Being John Malkovich (1999)-2338
                                    73                                                           < Kristin D'Andrea*         Being John Malkovich (1999)-2367
                                    73                                                           < Lance Bangs*              Being John Malkovich (1999)-2395
                                    73                                                           < Madison Lanc*             Being John Malkovich (1999)-2422
                                    73                                                           < Mariah O'Brien*           Being John Malkovich (1999)-2448
                                    73                                                           < Marlowe Bassett*          Being John Malkovich (1999)-2473
                                    73                                                           < Mary Kay Place*           Being John Malkovich (1999)-2497
                                    73                                                           < Michelle Madden*          Being John Malkovich (1999)-2520
                                    73                                                           < Ned Bellamy*              Being John Malkovich (1999)-2542
                                    73                                                           < Neil Ross (I)*            Being John Malkovich (1999)-2563
                                    73                                                           < Octavia Spencer*          Being John Malkovich (1999)-2583
                                    73                                                           < Orson Bean*               Being John Malkovich (1999)-2602
                                    73                                                           < Pamela Hayden*            Being John Malkovich (1999)-2620
                                    73                                                           < Patti Tippo*              Being John Malkovich (1999)-2637
                                    73                                                           < Ralph W. Spaulding*       Being John Malkovich (1999)-2653
                                    73                                                           < Reginald C. Hayes*        Being John Malkovich (1999)-2668
                                    73                                                           < Richard Fancy*            Being John Malkovich (1999)-2682
                                    73                                                           < Roy C. Johnson*           Being John Malkovich (1999)-2695
                                    73                                                           < Sara Rifkin*              Being John Malkovich (1999)-2707
                                    73                                                           < Sean Penn*                Being John Malkovich (1999)-2718
                                    73                                                           < Spike Jonze*              Being John Malkovich (1999)-2728
                                    73                                                           < Sylvester Jenkins*        Being John Malkovich (1999)-2737
                                    73                                                           < Taylor Hanson*            Being John Malkovich (1999)-2745
                                    73                                                           < Victor Isaac*             Being John Malkovich (1999)-2752
                                    73                                                           < W. Earl Brown*            Being John Malkovich (1999)-2758
                                    73                                                           < William Buck (II)*        Being John Malkovich (1999)-2763
                                    73                                                           < Willie Garson*            Being John Malkovich (1999)-2767
                                    73                                                           > Yvonne Montelius          Being John Malkovich (1999)-2773
                                    74                                                           < Andy Dick*                Being John Malkovich (1999)-73
                                    74                                                           < Audrey Gelfund*           Being John Malkovich (1999)-146
                                    74                                                           < Bill M. Ryusaki*          Being John Malkovich (1999)-218
                                    74                                                           < Bill Wittman*             Being John Malkovich (1999)-289
                                    74                                                           < Brad Pitt*                Being John Malkovich (1999)-359
                                    74                                                           < Byrne Piven*              Being John Malkovich (1999)-428
                                    74                                                           < Cameron Diaz*             Being John Malkovich (1999)-496
                                    74                                                           < Carlos Jacott*            Being John Malkovich (1999)-563
                                    74                                                           < Catherine Keener*         Being John Malkovich (1999)-629
                                    74                                                           < Charlene Grimsley*        Being John Malkovich (1999)-694
                                    74                                                           < Charlie Sheen*            Being John Malkovich (1999)-758
                                    74                                                           < Chelsa Sjostrom*          Being John Malkovich (1999)-821
                                    74                                                           < Christine D. Coleman*     Being John Malkovich (1999)-883
                                    74                                                           < Christine Krejer*         Being John Malkovich (1999)-944
                                    74                                                           < Daniel Hansen*            Being John Malkovich (1999)-1004
                                    74                                                           < David Fincher*            Being John Malkovich (1999)-1063
                                    74                                                           < David Wyler (I)*          Being John Malkovich (1999)-1121
                                    74                                                           < Denise Dabrowski*         Being John Malkovich (1999)-1178
                                    74                                                           < Dustin Hoffman*           Being John Malkovich (1999)-1234
                                    74                                                           < Eddie J. Low*             Being John Malkovich (1999)-1289
                                    74                                                           < Elizabeth Rivera*         Being John Malkovich (1999)-1343
                                    74                                                           < Eric Weinstein (I)*       Being John Malkovich (1999)-1396
                                    74                                                           < Erica Long*               Being John Malkovich (1999)-1448
                                    74                                                           < Flori Wyler*              Being John Malkovich (1999)-1499
                                    74                                                           < Gary Sinise*              Being John Malkovich (1999)-1549
                                    74                                                           < Gerald Emerick*           Being John Malkovich (1999)-1598
                                    74                                                           < Greg O'Neill*             Being John Malkovich (1999)-1646
                                    74                                                           < Gregory Sporleder*        Being John Malkovich (1999)-1693
                                    74                                                           < Isaac Hanson*             Being John Malkovich (1999)-1739
                                    74                                                           < Jacqueline Benoit*        Being John Malkovich (1999)-1784
                                    74                                                           < James Murray (XIII)*      Being John Malkovich (1999)-1828
                                    74                                                           < Jayne Hess*               Being John Malkovich (1999)-1871
                                    74                                                           < Jeanne Diehl*             Being John Malkovich (1999)-1913
                                    74                                                           < Jennifer Canzoneri*       Being John Malkovich (1999)-1954
                                    74                                                           < Jessica Neuberger*        Being John Malkovich (1999)-1994
                                    74                                                           < Jester Hairston*          Being John Malkovich (1999)-2033
                                    74                                                           < John Cusack*              Being John Malkovich (1999)-2071
                                    74                                                           < John Malkovich*           Being John Malkovich (1999)-2108
                                    74                                                           < Judith Wetzell*           Being John Malkovich (1999)-2144
                                    74                                                           < K.K. Dodds*               Being John Malkovich (1999)-2179
                                    74                                                           < Kacee DeMasi*             Being John Malkovich (1999)-2213
                                    74                                                           < Kelly Teacher*            Being John Malkovich (1999)-2246
                                    74                                                           < Kevin Carroll*            Being John Malkovich (1999)-2278
                                    74                                                           < Kevin Lee (IV)*           Being John Malkovich (1999)-2309
                                    74                                                           < Kristie Cordle*           Being John Malkovich (1999)-2339
                                    74                                                           < Kristin D'Andrea*         Being John Malkovich (1999)-2368
                                    74                                                           < Lance Bangs*              Being John Malkovich (1999)-2396
                                    74                                                           < Madison Lanc*             Being John Malkovich (1999)-2423
                                    74                                                           < Mariah O'Brien*           Being John Malkovich (1999)-2449
                                    74                                                           < Marlowe Bassett*          Being John Malkovich (1999)-2474
                                    74                                                           < Mary Kay Place*           Being John Malkovich (1999)-2498
                                    74                                                           < Michelle Madden*          Being John Malkovich (1999)-2521
                                    74                                                           < Ned Bellamy*              Being John Malkovich (1999)-2543
                                    74                                                           < Neil Ross (I)*            Being John Malkovich (1999)-2564
                                    74                                                           < Octavia Spencer*          Being John Malkovich (1999)-2584
                                    74                                                           < Orson Bean*               Being John Malkovich (1999)-2603
                                    74                                                           < Pamela Hayden*            Being John Malkovich (1999)-2621
                                    74                                                           < Patti Tippo*              Being John Malkovich (1999)-2638
                                    74                                                           < Ralph W. Spaulding*       Being John Malkovich (1999)-2654
                                    74                                                           < Reginald C. Hayes*        Being John Malkovich (1999)-2669
                                    74                                                           < Richard Fancy*            Being John Malkovich (1999)-2683
                                    74                                                           < Roy C. Johnson*           Being John Malkovich (1999)-2696
                                    74                                                           < Sara Rifkin*              Being John Malkovich (1999)-2708
                                    74                                                           < Sean Penn*                Being John Malkovich (1999)-2719
                                    74                                                           < Spike Jonze*              Being John Malkovich (1999)-2729
                                    74                                                           < Sylvester Jenkins*        Being John Malkovich (1999)-2738
                                    74                                                           < Taylor Hanson*            Being John Malkovich (1999)-2746
                                    74                                                           < Victor Isaac*             Being John Malkovich (1999)-2753
                                    74                                                           < W. Earl Brown*            Being John Malkovich (1999)-2759
                                    74                                                           < William Buck (II)*        Being John Malkovich (1999)-2764
                                    74                                                           < Willie Garson*            Being John Malkovich (1999)-2768
                                    74                                                           < Winona Ryder*             Being John Malkovich (1999)-2771
                                    74                                                           > Zac Hanson                Being John Malkovich (1999)-2775
                                    75                                                           < Andy Dick*                Being John Malkovich (1999)-74
                                    75                                                           < Audrey Gelfund*           Being John Malkovich (1999)-147
                                    75                                                           < Bill M. Ryusaki*          Being John Malkovich (1999)-219
                                    75                                                           < Bill Wittman*             Being John Malkovich (1999)-290
                                    75                                                           < Brad Pitt*                Being John Malkovich (1999)-360
                                    75                                                           < Byrne Piven*              Being John Malkovich (1999)-429
                                    75                                                           < Cameron Diaz*             Being John Malkovich (1999)-497
                                    75                                                           < Carlos Jacott*            Being John Malkovich (1999)-564
                                    75                                                           < Catherine Keener*         Being John Malkovich (1999)-630
                                    75                                                           < Charlene Grimsley*        Being John Malkovich (1999)-695
                                    75                                                           < Charlie Sheen*            Being John Malkovich (1999)-759
                                    75                                                           < Chelsa Sjostrom*          Being John Malkovich (1999)-822
                                    75                                                           < Christine D. Coleman*     Being John Malkovich (1999)-884
                                    75                                                           < Christine Krejer*         Being John Malkovich (1999)-945
                                    75                                                           < Daniel Hansen*            Being John Malkovich (1999)-1005
                                    75                                                           < David Fincher*            Being John Malkovich (1999)-1064
                                    75                                                           < David Wyler (I)*          Being John Malkovich (1999)-1122
                                    75                                                           < Denise Dabrowski*         Being John Malkovich (1999)-1179
                                    75                                                           < Dustin Hoffman*           Being John Malkovich (1999)-1235
                                    75                                                           < Eddie J. Low*             Being John Malkovich (1999)-1290
                                    75                                                           < Elizabeth Rivera*         Being John Malkovich (1999)-1344
                                    75                                                           < Eric Weinstein (I)*       Being John Malkovich (1999)-1397
                                    75                                                           < Erica Long*               Being John Malkovich (1999)-1449
                                    75                                                           < Flori Wyler*              Being John Malkovich (1999)-1500
                                    75                                                           < Gary Sinise*              Being John Malkovich (1999)-1550
                                    75                                                           < Gerald Emerick*           Being John Malkovich (1999)-1599
                                    75                                                           < Greg O'Neill*             Being John Malkovich (1999)-1647
                                    75                                                           < Gregory Sporleder*        Being John Malkovich (1999)-1694
                                    75                                                           < Isaac Hanson*             Being John Malkovich (1999)-1740
                                    75                                                           < Jacqueline Benoit*        Being John Malkovich (1999)-1785
                                    75                                                           < James Murray (XIII)*      Being John Malkovich (1999)-1829
                                    75                                                           < Jayne Hess*               Being John Malkovich (1999)-1872
                                    75                                                           < Jeanne Diehl*             Being John Malkovich (1999)-1914
                                    75                                                           < Jennifer Canzoneri*       Being John Malkovich (1999)-1955
                                    75                                                           < Jessica Neuberger*        Being John Malkovich (1999)-1995
                                    75                                                           < Jester Hairston*          Being John Malkovich (1999)-2034
                                    75                                                           < John Cusack*              Being John Malkovich (1999)-2072
                                    75                                                           < John Malkovich*           Being John Malkovich (1999)-2109
                                    75                                                           < Judith Wetzell*           Being John Malkovich (1999)-2145
                                    75                                                           < K.K. Dodds*               Being John Malkovich (1999)-2180
                                    75                                                           < Kacee DeMasi*             Being John Malkovich (1999)-2214
                                    75                                                           < Kelly Teacher*            Being John Malkovich (1999)-2247
                                    75                                                           < Kevin Carroll*            Being John Malkovich (1999)-2279
                                    75                                                           < Kevin Lee (IV)*           Being John Malkovich (1999)-2310
                                    75                                                           < Kristie Cordle*           Being John Malkovich (1999)-2340
                                    75                                                           < Kristin D'Andrea*         Being John Malkovich (1999)-2369
                                    75                                                           < Lance Bangs*              Being John Malkovich (1999)-2397
                                    75                                                           < Madison Lanc*             Being John Malkovich (1999)-2424
                                    75                                                           < Mariah O'Brien*           Being John Malkovich (1999)-2450
                                    75                                                           < Marlowe Bassett*          Being John Malkovich (1999)-2475
                                    75                                                           < Mary Kay Place*           Being John Malkovich (1999)-2499
                                    75                                                           < Michelle Madden*          Being John Malkovich (1999)-2522
                                    75                                                           < Ned Bellamy*              Being John Malkovich (1999)-2544
                                    75                                                           < Neil Ross (I)*            Being John Malkovich (1999)-2565
                                    75                                                           < Octavia Spencer*          Being John Malkovich (1999)-2585
                                    75                                                           < Orson Bean*               Being John Malkovich (1999)-2604
                                    75                                                           < Pamela Hayden*            Being John Malkovich (1999)-2622
                                    75                                                           < Patti Tippo*              Being John Malkovich (1999)-2639
                                    75                                                           < Ralph W. Spaulding*       Being John Malkovich (1999)-2655
                                    75                                                           < Reginald C. Hayes*        Being John Malkovich (1999)-2670
                                    75                                                           < Richard Fancy*            Being John Malkovich (1999)-2684
                                    75                                                           < Roy C. Johnson*           Being John Malkovich (1999)-2697
                                    75                                                           < Sara Rifkin*              Being John Malkovich (1999)-2709
                                    75                                                           < Sean Penn*                Being John Malkovich (1999)-2720
                                    75                                                           < Spike Jonze*              Being John Malkovich (1999)-2730
                                    75                                                           < Sylvester Jenkins*        Being John Malkovich (1999)-2739
                                    75                                                           < Taylor Hanson*            Being John Malkovich (1999)-2747
                                    75                                                           < Victor Isaac*             Being John Malkovich (1999)-2754
                                    75                                                           < W. Earl Brown*            Being John Malkovich (1999)-2760
                                    75                                                           < William Buck (II)*        Being John Malkovich (1999)-2765
                                    75                                                           < Willie Garson*            Being John Malkovich (1999)-2769
                                    75                                                           < Winona Ryder*             Being John Malkovich (1999)-2772
                                    75                                                           < Yetta Ginsburg*           Being John Malkovich (1999)-2774

3397 rows selected.

Elapsed: 00:00:00.60
Network summary 1 - by subnetwork

Network          #Links  #Nodes    Max Lev
--------------- ------- ------- ----------
Audrey Gelfund     3397     161         75
